id,name,sup_name,poster,Synonyms,Japanese,English,Spanish,German,French,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Premiered,number_of_votes,number_of_members,Synopsis,Related_Anime,review_ratio_box,Broadcast,anidb_id
40497.0,Mahouka Koukou no Rettousei: Raihousha-hen,The Irregular at Magic High School: Visitor Arc,https://cdn.myanimelist.net/images/userimages/9680388.jpg?t=1616491800,"['Mahouka Koukou no Rettousei 2nd Season', ' The Irregular at Magic High School Season 2']",['魔法科高校の劣等生 来訪者編'],['The Irregular at Magic High School: Visitor Arc'],,['The Irregular at Magic High School: Visitor Arc'],['The Irregular at Magic High School: Visitor Arc'],['TV'],13,Finished Airing,"Oct 4, 2020 to Dec 27, 2020","['Aniplex', 'Square Enix', 'Movic', 'Studio Mausu', 'Straight Edge', 'Kadokawa']",['Aniplex of America'],['8bit'],Light novel,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",['School'],,23 min. per ep.,PG-13 - Teens 13 or older,7.28,#2836,#665,"352,486","1,241",['Fall 2020'],"161,074","352,486","Following the events of ""Scorched Halloween,"" the world is introduced to a terrifyingly powerful Strategic class magician. In an effort to uncover the identity of this person, the United States of the North American Continent (USNA) dispatches the most powerful asset in its arsenal to Japan on a covert mission—the elite magician unit ""Stars"" and its commander, Angie Sirius.

At First High School, Tatsuya Shiba and his friends are having a farewell party for Shizuku Kitayama, who is leaving to study abroad in the USNA as part of an exchange program. In her place, the group welcomes the beautiful Angelina ""Lina"" Kudou Shields. Around the same time, Tatsuya is informed about the USNA's plan to uncover his true identity.

Elsewhere in Tokyo, numerous reports arise of seemingly random bodies found drained of blood. Dubbed as the works of a vampire, it does not take long for Tatsuya to connect the dots and realize that it is almost impossible for the timing of these events to be mere coincidence.","[{'name': 'Adaptation:', 'value': ['Mahouka Koukou no Rettousei']}, {'name': 'Prequel:', 'value': ['Mahouka Koukou no Rettousei']}, {'name': 'Side story:', 'value': ['Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo']}, {'name': 'Sequel:', 'value': ['Mahouka Koukou no Rettousei 3rd Season']}]","{'recommended': '15', 'mixed_feelings': '18', 'not_recommended': '21'}",Sundays at 00:30 (JST),15132.0
20507.0,Noragami,,https://cdn.myanimelist.net/images/userimages/3676217.jpg?t=1712215200,,['ノラガミ'],['Noragami'],,,,['TV'],12,Finished Airing,"Jan 5, 2014 to Mar 23, 2014","['Avex Entertainment', 'Dentsu', 'Shochiku', 'Kodansha', 'Movic', 'Ai Addiction Inc.', 'Lawson HMV Entertainment', 'A-Sketch']",['Funimation'],['Bones'],Manga,"['Action', 'Fantasy']",['Mythology'],['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.95,#696,#27,"2,155,861","33,464",['Winter 2014'],"1,268,093","2,155,861","In times of need, if you look in the right place, you just may see a strange telephone number scrawled in red. If you call this number, you will hear a young man introduce himself as the Yato God.

Yato is a minor deity and a self-proclaimed ""Delivery God,"" who dreams of having millions of worshippers. Without a single shrine dedicated to his name, however, his goals are far from being realized. He spends his days doing odd jobs for five yen apiece, until his weapon partner becomes fed up with her useless master and deserts him.

Just as things seem to be looking grim for the god, his fortune changes when a middle school girl, Hiyori Iki, supposedly saves Yato from a car accident, taking the hit for him. Remarkably, she survives, but the event has caused her soul to become loose and hence able to leave her body. Hiyori demands that Yato return her to normal, but upon learning that he needs a new partner to do so, reluctantly agrees to help him find one. And with Hiyori's help, Yato's luck may finally be turning around.","[{'name': 'Adaptation:', 'value': ['Noragami']}, {'name': 'Side story:', 'value': ['Noragami OVA']}, {'name': 'Sequel:', 'value': ['Noragami Aragoto']}, {'name': 'Other:', 'value': ['Heart Realize', 'Noraneko']}]","{'recommended': '214', 'mixed_feelings': '31', 'not_recommended': '6'}",Sundays at 23:30 (JST),9925.0
39808.0,Non Non Biyori Nonstop,,https://cdn.myanimelist.net/images/userimages/15308100.jpg?t=1712871600,"['Non Non Biyori 3rd Season', ' Non Non Biyori Third Season']",['のんのんびより のんすとっぷ'],['Non Non Biyori Nonstop'],,,,['TV'],12,Finished Airing,"Jan 11, 2021 to Mar 29, 2021","['TV Tokyo', 'Lantis', 'AT-X', 'Kadokawa', 'Bandai Namco Arts', 'Bit grooove promotion', 'Sony Music Solutions']",['Sentai Filmworks'],['SILVER LINK.'],Manga,['Slice of Life'],"['CGDCT', 'Iyashikei']",['Seinen'],24 min. per ep.,PG-13 - Teens 13 or older,8.37,#203,#1764,"124,168",946,['Winter 2021'],"47,136","124,168","The carefree journeys of the four girls continue! As their fleeting yet eventful summer becomes a distant memory, the arrival of fall signals a new school year with limitless opportunities. Even as the four girls return to their peaceful routine, the appearance of new faces enlivens the anything but exciting rural life of Asahigaoka.

Non Non Biyori Nonstop leisurely walks back into the lives of Hotaru Ichijou, Komari Koshigaya, Natsumi Koshigaya, and Renge Miyauchi as they fully embrace their rural lifestyles and turn anything they find into nothing but fun!","[{'name': 'Adaptation:', 'value': ['Non Non Biyori']}, {'name': 'Prequel:', 'value': ['Non Non Biyori Movie: Vacation']}, {'name': 'Sequel:', 'value': ['Non Non Biyori Nonstop: Bukatsu wo Ganbatta']}]","{'recommended': '30', 'mixed_feelings': '0', 'not_recommended': '0'}",Mondays at 01:35 (JST),14914.0
40729.0,Nomad: Megalo Box 2,Megalobox 2: Nomad,https://cdn.myanimelist.net/images/userimages/6448140.jpg?t=1712853000,,['NOMAD メガロボクス2'],['Megalobox 2: Nomad'],,,,['TV'],13,Finished Airing,"Apr 4, 2021 to Jun 27, 2021","['Kodansha', 'Tohokushinsha Film Corporation', 'Bandai Namco Arts']",['Funimation'],['TMS Entertainment'],Original,"['Sci-Fi', 'Sports']","['Adult Cast', 'Combat Sports']",,24 min. per ep.,R - 17+ (violence & profanity),8.19,#384,#1195,"200,154","2,128",['Spring 2021'],"82,327","200,154","Megalo Box is an advanced form of boxing where competitors wear metal frames called Gear. When the first ever Megalonia tournament took place, ""Gearless"" Joe became its champion and known to all as a legendary fighter. However, soon after, he lost an exhibition match against the second champion and vanished from the public eye.

Seven years later, Joe now goes by ""Nomad"" and keeps a low profile, occasionally fighting in a few underground matches to get by. He is haunted by hallucinations and relies on a set of painkillers to numb his mind.

During a match, Joe wins against an opponent, Chief, who purposefully loses for some extra cash from gamblers. Subsequently, Joe discovers that Chief is from a community of immigrants called the Casa. Chief is gradually trying to make enough money to purchase the land where they live illegally. At first, Joe hesitates to get involved, but eventually decides to lend the Casa a helping hand.","[{'name': 'Prequel:', 'value': ['Megalo Box']}, {'name': 'Other:', 'value': ['Nomad: Megalo Box 2 Short Anime']}]","{'recommended': '63', 'mixed_feelings': '6', 'not_recommended': '3'}",Sundays at 23:00 (JST),15271.0
41345.0,Noblesse,,https://cdn.myanimelist.net/images/userimages/7822234.jpg?t=1712794200,['노블레스'],['NOBLESSE -ノブレス-'],['Noblesse'],,,,['TV'],13,Finished Airing,"Oct 8, 2020 to Dec 31, 2020","['Glovision', 'Crunchyroll', 'Naver Webtoons']",,['Production I.G'],Web manga,"['Action', 'Supernatural']","['School', 'Vampire']",,23 min. per ep.,R - 17+ (violence & profanity),6.89,#4769,#829,"292,367","1,213",['Fall 2020'],"125,682","292,367","The ""Noblesse"" Cadis Etrama di Raizel, also known as ""Rai,"" is enrolled in Ye Ran High School by his servant Frankenstein to stay hidden from the sights of the Union, a mysterious organization out for Rai's blood. Rai commences his life as a student, making himself familiar with his classmates and the daily activities of humans. However, his new life is far from peaceful, and Rai is soon forced to save his new friends from the hands of the Union that had abducted them.

Meanwhile, M-21—a Union agent gone rogue during Rai's rescue operation—joins the Ye Ran High School security staff after a proposition by the school's director, who happens to be none other than Frankenstein himself. On the surface, M-21 is a prim and proper employee, but in truth he is shackled by his former ties to the Union and the inevitable consequences of betraying the organization.

To further complicate matters, Nobles Regis K. Landegre and Seira J. Loyard enroll in the same school to investigate the Noblesse. While the Union conducts a manhunt for M-21 to extract clues regarding their missing agents, Rai is forced to keep his identity hidden while protecting all that he holds dear.","[{'name': 'Adaptation:', 'value': ['Noblesse']}, {'name': 'Prequel:', 'value': ['Noblesse: Awakening']}]","{'recommended': '31', 'mixed_feelings': '17', 'not_recommended': '21'}",Thursdays at 00:00 (JST),15409.0
39539.0,No Guns Life,,https://cdn.myanimelist.net/images/userimages/887295.jpg?t=1712859000,,['ノー・ガンズ・ライフ'],['No Guns Life'],,,,['TV'],12,Finished Airing,"Oct 11, 2019 to Dec 27, 2019","['Sony Pictures Entertainment', 'TBS', 'AT-X', 'Hakuhodo DY Music & Pictures', 'BS11', 'Egg Firm', 'Good Smile Film']",['Funimation'],['Madhouse'],Manga,"['Action', 'Drama', 'Sci-Fi']",,['Seinen'],24 min. per ep.,PG-13 - Teens 13 or older,6.86,#4926,#1226,"194,482",313,['Fall 2019'],"75,005","194,482","The technology to create powerful cyborg soldiers has been released for public use by the Berühren Corporation. Those outfitted with robotic parts are known as the Extended. Juuzou Inui, one such Extended, was created as a soldier and has no memories of his former life. But now, after the war, he runs a business that takes care of Extended-related incidents around the city. 

Rumors of a renegade Extended that kidnapped a child reach his ears; lo and behold, as Juuzo returns to his office,  a giant robotic man with a boy on his back crashes in, asking for help. While Juuzou could just turn the guy in and be done with it, something about this situation is too fishy to ignore. It seems that everyone wants hold of this kid and, whether he likes it or not, Juuzou must find out why this Extended is on the run, how it connects to the Berühren Corporation, and just how far the treachery runs in this city.","[{'name': 'Adaptation:', 'value': ['No Guns Life']}, {'name': 'Sequel:', 'value': ['No Guns Life 2nd Season']}, {'name': 'Other:', 'value': ['No Guns Life Mini']}]","{'recommended': '16', 'mixed_feelings': '7', 'not_recommended': '6'}",Fridays at 01:28 (JST),14759.0
39701.0,Nanatsu no Taizai: Kamigami no Gekirin,The Seven Deadly Sins: Imperial Wrath of the Gods,https://cdn.myanimelist.net/images/kaomoji_mal_white.png,,['七つの大罪 神々の逆鱗'],['The Seven Deadly Sins: Imperial Wrath of the Gods'],['The Seven Deadly Sins: Imperial Wrath of the Gods'],['The Seven Deadly Sins: Kaiserlicher Zorn der Götter'],['The Seven Deadly Sins: La colère impériale des dieux'],['TV'],24,Finished Airing,"Oct 9, 2019 to Mar 25, 2020",,,['Studio Deen'],Manga,"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,6.46,#7080,#274,"725,724","1,374",['Fall 2019'],"415,681","725,724","After saving the Kingdom of Liones from the 10 Commandments, Meliodas and the Seven Deadly Sins are enjoying their time off. However, things aren't as peaceful as they seem, as the Sins are put through various trials to become strong enough to defeat the 10 Commandments and to overcome their past trauma.

With help from past figures, the Sins are tasked with defeating the 10 Commandments and putting an end to their evil plans that began ten thousand years ago. The Sins begin to uncover the truth about each other, as well as those who stood before them. With this knowledge in hand, the battle against the 10 Commandments has only just begun.

Nanatsu no Taizai: Kamigami no Gekirin continues to follow the Seven Deadly Sins and those that they meet on their journey. Through their adventures, they realize that their actions have had greater consequences on the present than they could have ever expected.","[{'name': 'Adaptation:', 'value': ['Nanatsu no Taizai']}, {'name': 'Prequel:', 'value': ['Nanatsu no Taizai: Imashime no Fukkatsu']}, {'name': 'Sequel:', 'value': ['Nanatsu no Taizai: Funnu no Shinpan']}, {'name': 'Other:', 'value': ['Hawk no Onayami Soudanshitsu']}]","{'recommended': '22', 'mixed_feelings': '24', 'not_recommended': '60'}",Wednesdays at 17:55 (JST),14819.0
41491.0,Nanatsu no Taizai: Funnu no Shinpan,The Seven Deadly Sins: Dragon's Judgement,https://cdn.myanimelist.net/images/userimages/6307401.jpg?t=1701640800,['Nanatsu no Taizai: Fundo no Shinpan'],['七つの大罪 憤怒の審判'],"[""The Seven Deadly Sins: Dragon's Judgement""]",,,,['TV'],24,Finished Airing,"Jan 13, 2021 to Jun 23, 2021",['TV Tokyo'],,['Studio Deen'],Manga,"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,6.58,#6383,#537,"425,198","1,582",['Winter 2021'],"201,955","425,198","After the Kingdom of Liones faces a new threat, the Seven Deadly Sins split up in order to defeat an enemy force spanning Britannia. With their members divided, they face 3 powerful foes, attempt to rescue the lost part of a dear friend, and begin their rescue of Elizabeth.

However, all is not quite as it seems. Along the way, the truth of what brought the end of the Holy War 3000 years ago is uncovered, causing old friends to come face to face against each other.

Nanatsu no Taizai: Funnu no Shinpan continues the adventure of the Seven Deadly Sins and their friends, and sees a great power released.","[{'name': 'Adaptation:', 'value': ['Nanatsu no Taizai']}, {'name': 'Prequel:', 'value': ['Nanatsu no Taizai: Kamigami no Gekirin']}, {'name': 'Spin-off:', 'value': ['Gekidan Nanatsu no Taizai']}, {'name': 'Other:', 'value': ['Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi', 'Nanatsu no Taizai: Ensa no Edinburgh']}, {'name': 'Sequel:', 'value': ['Nanatsu no Taizai: Mokushiroku no Yonkishi']}]","{'recommended': '8', 'mixed_feelings': '18', 'not_recommended': '24'}",Wednesdays at 17:55 (JST),15459.0
35946.0,Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,The Seven Deadly Sins the Movie: Prisoners of the Sky,https://cdn.myanimelist.net/images/userimages/7016524.jpg?t=1712863200,['The Seven Deadly Sins: Prisoners of the Sky'],['劇場版 七つの大罪 天空の囚われ人'],['The Seven Deadly Sins the Movie: Prisoners of the Sky'],['The Seven Deadly Sins la Película: Prisoners of the Sky'],['The Seven Deadly Sins der Film: Prisoners of the Sky'],['The Seven Deadly Sins le Film: Prisoners of the Sky'],['Movie'],1,Finished Airing,"Aug 18, 2018","['Aniplex', 'Kodansha']",,['A-1 Pictures'],Manga,"['Action', 'Adventure', 'Fantasy']",,['Shounen'],1 hr. 39 min.,PG-13 - Teens 13 or older,7.1,#3809,#804,"299,067",340,,"174,623","299,067","In search of a mystical ingredient known as Sky Fish, Meliodas and Hawk stumble upon a spring that suddenly transports them to the Sky Temple: a breathtaking land above the clouds, inhabited by beings called Celestials. Meliodas, however, looks strikingly similar to a local criminal called Solaad, and is imprisoned and shunned as a result. Meanwhile, the kingdom of the Sky Temple prepares to defend the Great Oshiro's seal—said to harbour a three thousand-year-old evil—from the malevolent Six Knights of Black, a group of demons who seek to destroy the seal. However, the Demon Clan is successfully unleashed and terrorizes the land, prompting the remaining Seven Deadly Sins and the Celestials to fight against their wicked foes. 

The battle progresses well, until one of the Six Knights awakens an ""Indura of Retribution,"" an uncontrollable beast from the Demon Realm. With its overwhelming strength and sinister power, the Seven Deadly Sins and Celestial beings must now work together to defeat the creature that threatens their very existence.","[{'name': 'Adaptation:', 'value': ['Nanatsu no Taizai Movie: Tenkuu no Torawarebito']}, {'name': 'Parent story:', 'value': ['Nanatsu no Taizai: Imashime no Fukkatsu']}, {'name': 'Other:', 'value': ['Mameshiba x Nanatsu no Taizai Collab CM']}]","{'recommended': '9', 'mixed_feelings': '6', 'not_recommended': '4'}",,13286.0
42203.0,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re:ZERO -Starting Life in Another World- Season 2 Part 2,https://cdn.myanimelist.net/images/userimages/7110517.jpg?t=1657657800,"['Re: Life in a different world from zero 2nd Season', ' ReZero 2nd Season', ' Re:Zero - Starting Life in Another World 2']",['Re：ゼロから始める異世界生活'],['Re:ZERO -Starting Life in Another World- Season 2 Part 2'],['Re:Zero -Empezar de cero en un mundo diferente- Temporada 2'],['Re:ZERO -Starting Life in Another World- Season 2 Part 2'],['Re:Zero-Starting Life in Another World-Part 2/2'],['TV'],12,Finished Airing,"Jan 6, 2021 to Mar 24, 2021","['AT-X', 'Memory-Tech', 'Hakuhodo DY Music & Pictures', 'Kadokawa Media House', 'Kadokawa']",,['White Fox'],Light novel,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",,29 min. per ep.,R - 17+ (violence & profanity),8.43,#165,#193,"883,033","12,425",['Winter 2021'],"515,857","883,033","After a stern yet compelling speech by Otto Suwen, Subaru Natsuki solemnly swears that he will successfully make it through this timeline and save everyone he can along the way. The first step toward achieving this goal is to help Emilia work through her past; however, that is easier said than done. Feeling as if she has been lied to by everyone around her, it will be difficult for Emilia to trust anyone, even Subaru, her self-proclaimed knight.

Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2 presents the culmination of Subaru's experiences with the Sanctuary and its people, along with his unwillingness to give up hope on saving them.","[{'name': 'Adaptation:', 'value': ['Re:Zero kara Hajimeru Isekai Seikatsu']}, {'name': 'Prequel:', 'value': ['Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season']}, {'name': 'Sequel:', 'value': ['Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season']}]","{'recommended': '113', 'mixed_feelings': '21', 'not_recommended': '35'}",Wednesdays at 22:30 (JST),15593.0
39587.0,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Re:ZERO -Starting Life in Another World- Season 2,https://cdn.myanimelist.net/images/userimages/9712671.jpg?t=1613214000,"['Re: Life in a different world from zero 2nd Season', ' ReZero 2nd Season', ' Re:Zero - Starting Life in Another World 2']",['Re：ゼロから始める異世界生活'],['Re:ZERO -Starting Life in Another World- Season 2'],,,,['TV'],13,Finished Airing,"Jul 8, 2020 to Sep 30, 2020","['AT-X', 'Memory-Tech', 'Hakuhodo DY Music & Pictures', 'Kadokawa Media House', 'Kadokawa']",,['White Fox'],Light novel,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",,26 min. per ep.,R - 17+ (violence & profanity),8.33,#237,#135,"1,102,016","11,587",['Summer 2020'],"640,834","1,102,016","A reunion that was supposed to spell the arrival of peaceful times is quickly shattered when Subaru Natsuki and Emilia return to Irlam village. Witnessing the devastation left behind by the calamities known as Sin Archbishops, Subaru sinks into the depths of despair as his ability to redo proves futile.

As the group makes their way to the Sanctuary in search of answers, Subaru has an unexpected encounter with the Witch of Greed—Echidna. Subjected to her untamed rhythm, he is forced to dive into the spirals of the past and future. At the same time, several mysterious threats set their sights on the Sanctuary, heralding a horrific fate for the hapless people trapped within.

Everlasting contracts, past sins, and unrequited love will clash and submerge into a river of blood in the second season of Re:Zero kara Hajimeru Isekai Seikatsu. Pushed to the brink of hopelessness, how long will Subaru's resolve to save his loved ones last?","[{'name': 'Adaptation:', 'value': ['Re:Zero kara Hajimeru Isekai Seikatsu']}, {'name': 'Prequel:', 'value': ['Re:Zero kara Hajimeru Isekai Seikatsu']}, {'name': 'Sequel:', 'value': ['Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2']}, {'name': 'Spin-off:', 'value': ['Re:Zero kara Hajimeru Break Time 2nd Season']}]","{'recommended': '132', 'mixed_feelings': '35', 'not_recommended': '33'}",Wednesdays at 22:30 (JST),14792.0
37675.0,Overlord III,,https://cdn.myanimelist.net/images/userimages/6787406.jpg?t=1712856600,,['オーバーロードⅢ'],['Overlord III'],,,,['TV'],13,Finished Airing,"Jul 10, 2018 to Oct 2, 2018","['AT-X', 'Hakuhodo DY Music & Pictures', 'NTT Plala', 'Kadokawa']",['Funimation'],['Madhouse'],Light novel,"['Action', 'Adventure', 'Fantasy']",['Isekai'],,23 min. per ep.,R - 17+ (violence & profanity),7.92,#749,#188,"904,605","5,447",['Summer 2018'],"562,636","904,605","Following the horrific assault on the Re-Estize capital city, the Guardians of the Great Tomb of Nazarick return home to their master Ainz Ooal Gown. After months of laying the groundwork, they are finally ready to set their plans of world domination into action.

As Ainz's war machine gathers strength, the rest of the world keeps moving. The remote Carne Village, which Ainz once saved from certain doom, continues to prosper despite the many threats on its doorstep. And in the northeastern Baharuth Empire, a certain Bloody Emperor sets his sights on the rising power of Nazarick.

Blood is shed, heroes fall, and nations rise. Can anyone, or anything, challenge the supreme power of Ainz Ooal Gown?","[{'name': 'Adaptation:', 'value': ['Overlord']}, {'name': 'Prequel:', 'value': ['Overlord II']}, {'name': 'Other:', 'value': ['Overlord: Ple Ple Pleiades 3']}, {'name': 'Sequel:', 'value': ['Overlord IV']}]","{'recommended': '55', 'mixed_feelings': '26', 'not_recommended': '24'}",Tuesdays at 22:00 (JST),14008.0
35073.0,Overlord II,,https://cdn.myanimelist.net/images/userimages/421790.jpg?t=1712866800,,['オーバーロードⅡ'],['Overlord II'],,,,['TV'],13,Finished Airing,"Jan 9, 2018 to Apr 3, 2018","['AT-X', 'Enterbrain', 'Grooove', 'Hakuhodo DY Music & Pictures', 'NTT Plala', 'Kadokawa']",['Funimation'],['Madhouse'],Light novel,"['Action', 'Adventure', 'Fantasy']",['Isekai'],,23 min. per ep.,R - 17+ (violence & profanity),7.76,#1074,#153,"1,019,710","4,510",['Winter 2018'],"634,239","1,019,710","Ainz Ooal Gown, the undead sorcerer formerly known as Momonga, has accepted his place in this new world. Though it bears similarities to his beloved virtual reality game Yggdrasil, it still holds many mysteries which he intends to uncover, by utilizing his power as ruler of the Great Tomb of Nazarick. However, ever since the disastrous brainwashing of one of his subordinates, Ainz has become wary of the impending dangers of the Slane Theocracy, as well as the possible existence of other former Yggdrasil players. Meanwhile, Albedo, Demiurge and the rest of Ainz's loyal guardians set out to prepare for the next step in their campaign: Nazarick's first war…

Overlord II picks up immediately after its prequel, continuing the story of Ainz Ooal Gown, his eclectic army of human-hating guardians, and the many hapless humans affected by the Overlord's arrival.","[{'name': 'Adaptation:', 'value': ['Overlord']}, {'name': 'Prequel:', 'value': ['Overlord']}, {'name': 'Other:', 'value': ['Overlord: Ple Ple Pleiades 2']}, {'name': 'Sequel:', 'value': ['Overlord III']}]","{'recommended': '48', 'mixed_feelings': '25', 'not_recommended': '22'}",Tuesdays at 22:30 (JST),12952.0
43007.0,Osananajimi ga Zettai ni Makenai Love Comedy,Osamake: Romcom Where The Childhood Friend Won't Lose,https://cdn.myanimelist.net/images/userimages/5544427.jpg?t=1712453400,"[""The Romcom Where The Childhood Friend Won't Lose!"", ' Osamake']",['幼なじみが絶対に負けないラブコメ'],"[""Osamake: Romcom Where The Childhood Friend Won't Lose""]","[""Osamake: Romcom Where the Childhood Friend Won't Lose""]","[""Osamake: Romcom Where the Childhood Friend Won't Lose""]","[""Osamake: Romcom Where the Childhood Friend Won't Lose""]",['TV'],12,Finished Airing,"Apr 14, 2021 to Jun 30, 2021","['AT-X', 'Delfi Sound', 'Sun TV', 'Kadokawa']",,['Doga Kobo'],Light novel,"['Comedy', 'Romance']","['Harem', 'School']",,23 min. per ep.,PG-13 - Teens 13 or older,6.07,#9216,#911,"264,946","1,647",['Spring 2021'],"117,837","264,946","Suehara Maru is childhood best friends with one of Hozumino High School's most popular girls, Kuroha Shida. Cute, outgoing, and affectionate, Kuroha is the perfect older sister type. She has boys constantly begging at her feet to be with her. Yet, when she confesses to Suehara one day, he immediately rejects her; he just can't think of her in that way! Besides, he already has his sights set on his first love—school idol and renowned author Shirokusa Kachi.

Suehara believes that he has a chance with Kachi after one fateful meeting, but soon, he finds out that Kachi has a boyfriend! With his dreams now shattered, Suehara agonizes over what could have been. That is, until Kuroha approaches him with a proposal: ""let's get revenge.""","[{'name': 'Adaptation:', 'value': ['Osananajimi ga Zettai ni Makenai Love Comedy']}]","{'recommended': '15', 'mixed_feelings': '25', 'not_recommended': '44'}",Wednesdays at 21:00 (JST),15756.0
34134.0,One Punch Man 2nd Season,One Punch Man Season 2,https://cdn.myanimelist.net/images/kaomoji_mal_white.png,"['One Punch-Man 2', ' One-Punch Man 2', ' OPM 2']",['ワンパンマン'],['One Punch Man Season 2'],['One Punch Man Temporada 2'],['One Punch Man Staffel 2'],['One Punch Man Saison 2'],['TV'],12,Finished Airing,"Apr 10, 2019 to Jul 3, 2019","['TV Tokyo', 'Good Smile Company', 'Shueisha', 'JR East Marketing & Communications', 'Bandai Namco Arts', 'Bandai Spirits']",['VIZ Media'],['J.C.Staff'],Web manga,"['Action', 'Comedy']","['Adult Cast', 'Parody', 'Super Power']",['Seinen'],23 min. per ep.,R - 17+ (violence & profanity),7.52,#1802,#56,"1,685,096","6,564",['Spring 2019'],"1,017,914","1,685,096","In the wake of defeating Boros and his mighty army, Saitama has returned to his unremarkable everyday life in Z-City. However, unbeknownst to him, the number of monsters appearing is still continuously on the rise, putting a strain on the Hero Association's resources. Their top executives decide on the bold move of recruiting hoodlums in order to help in their battle. But during the first meeting with these potential newcomers, a mysterious man calling himself Garou makes his appearance. Claiming to be a monster, he starts mercilessly attacking the crowd.

The mysterious Garou continues his rampage against the Hero Association, crushing every hero he encounters. He turns out to be the legendary martial artist Silverfang's best former disciple and seems driven by unknown motives. Regardless, this beast of a man seems unstoppable. Intrigued by this puzzling new foe and with an insatiable thirst for money, Saitama decides to seize the opportunity and joins the interesting martial arts competition.

As the tournament commences and Garou continues his rampage, a new great menace reveals itself, threatening the entire human world. Could this finally be the earth-shattering catastrophe predicted by the great seer Madame Shibabawa?","[{'name': 'Adaptation:', 'value': ['One Punch-Man']}, {'name': 'Prequel:', 'value': ['One Punch Man', 'One Punch Man 2nd Season Commemorative Special']}, {'name': 'Side story:', 'value': ['One Punch Man 2nd Season Specials']}, {'name': 'Sequel:', 'value': ['One Punch Man 3']}]","{'recommended': '93', 'mixed_feelings': '79', 'not_recommended': '50'}",Wednesdays at 01:35 (JST),12430.0
42395.0,Shakunetsu Kabaddi,Burning Kabaddi,https://cdn.myanimelist.net/images/userimages/8845766.jpg?t=1712860200,,['灼熱カバディ'],['Burning Kabaddi'],['Burning Kabaddi'],['Burning Kabaddi'],['Burning Kabaddi'],['TV'],12,Finished Airing,"Apr 3, 2021 to Jun 19, 2021",['TV Tokyo'],,['TMS Entertainment'],Web manga,"['Comedy', 'Sports']","['School', 'Team Sports']",,23 min. per ep.,PG-13 - Teens 13 or older,7.02,#4217,#2056,"101,063",748,['Spring 2021'],"40,080","101,063","Tatsuya Yoigoshi, a once nationally recognized soccer player, is now a first-year student at Noukin High School. Due to his developed hatred for sports, he has abandoned his previous aspirations to become a famous livestreamer on the internet. One day, Souma Azemichi, a first-year on the kabaddi team, seeks to recruit Yoigoshi and spontaneously interrupts his livestream.

Without any expectations, Yoigoshi follows Souma to the school gym, where he witnesses second-years Kyouhei Misumi and Shinji Date engaged in the primal contact sport of kabaddi. Despite ridiculing the rules of play, Yoigoshi is stunned by the intensity of the round. Because of an enticing deal and slight coercion, he agrees to settle the prospect of his recruitment through the most invigorating way: a battle of kabbadi, a team sport played empty-handed.","[{'name': 'Adaptation:', 'value': ['Shakunetsu Kabaddi']}]","{'recommended': '30', 'mixed_feelings': '10', 'not_recommended': '1'}",Saturdays at 01:23 (JST),15628.0
