name,rating,myanimelist,veiws,counting_comment,episode_number,myanimelist_id,mean_views,comments
30-sai no Hoken Taiiku,5.55,https://myanimelist.net/anime/9624/30-sai_no_Hoken_Taiiku,"[23212, 3489, 3275, 3776, 5618, 5947, 4469, 3300, 4012, 3338, 3161, 3206]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,9624.0,5566.916666666667,0.0
3D Kanojo: Real Girl,7.49,https://myanimelist.net/anime/36793/3D_Kanojo__Real_Girl,"[22398, 8639, 10253, 13672, 15138, 12061, 11458, 11039, 10636, 9360, 9613, 10142]","[7, 0, 0, 1, 2, 0, 1, 0, 0, 1, 0, 0]",9,36793.0,12034.083333333334,1.0
3D Kanojo: Real Girl 2nd Season,7.88,https://myanimelist.net/anime/37956/3D_Kanojo__Real_Girl_2nd_Season,"[10318, 5790, 5314, 6973, 7483, 6208, 6287, 6120, 5754, 6628, 5813, 5240]","[0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]",9,37956.0,6494.0,0.4166666666666667
3x3 Eyes,5.98,https://myanimelist.net/anime/300/3x3_Eyes,"[7762, 2513, 2648, 2406]","[0, 0, 0, 0]",4,300.0,3832.25,0.0
5-toubun no Hanayome ∬,7.97,https://myanimelist.net/anime/39783/5-toubun_no_Hanayome_∬,"[14716, 9781, 9598, 10356, 10955, 11474, 10382, 10998, 9914, 10173, 9368, 10232]","[5, 4, 2, 21, 2, 1, 0, 0, 0, 3, 2, 4]",9,39783.0,10662.25,3.6666666666666665
7 Seeds,7.5,https://myanimelist.net/anime/38735/7_Seeds,"[24801, 5315, 5361, 5312, 7260, 7652, 6419, 5793, 5529, 6904, 5564, 5646]","[2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",9,38735.0,7629.666666666667,0.4166666666666667
7 Seeds 2nd Season,6.5,https://myanimelist.net/anime/40602/7_Seeds_2nd_Season,"[17215, 4504, 3981, 5018, 4493, 5060, 4984, 5001, 4349, 4601, 4004, 3820]","[4, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0]",9,40602.0,5585.833333333333,0.75
86,7.25,https://myanimelist.net/anime/41457/86,"[16643, 7572, 8381, 10212, 9754, 9082, 9156, 6055, 5812, 8623, 8109]","[6, 2, 6, 4, 3, 1, 3, 0, 1, 1, 4]",9,41457.0,9036.272727272728,2.8181818181818183
86 Part 2,7.76,https://myanimelist.net/anime/48569/86_Part_2,"[8340, 6597, 3898, 5308, 8063, 5909, 6399, 5937, 6575, 5322, 5878]","[4, 2, 5, 6, 1, 1, 4, 4, 6, 0, 2]",8,48569.0,6202.363636363636,3.1818181818181817
86 Part 2 Special Edition: Shishite Kai Aru Mono Nareba,7.2,https://myanimelist.net/anime/50475/86_Part_2_Special_Edition__Shishite_Kai_Aru_Mono_Nareba,[20048],[0],1,50475.0,20048.0,0.0
91 Days,8.85,https://myanimelist.net/anime/32998/91_Days,"[21469, 9851, 9600, 10740, 13768, 13291, 11731, 10855, 10419, 10097, 10437, 10429]","[2, 6, 0, 11, 1, 0, 1, 1, 0, 2, 2, 2]",9,32998.0,11890.583333333334,2.3333333333333335
91 Days Recap,7.67,https://myanimelist.net/anime/33964/91_Days_Recap,"[13702, 4504]","[0, 0]",5 - 7,33964.0,9103.0,0.0
91 Days Special,8.6,https://myanimelist.net/anime/34777/91_Days_Special,[7990],[0],1,34777.0,7990.0,0.0
A-Channel,7.02,https://myanimelist.net/anime/9776/A-Channel,"[4199, 2807, 2443, 2472, 3030, 2595, 2494, 2509, 2926, 2713, 2548, 2520]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,9776.0,2771.3333333333335,0.0
A-Channel+smile,7.2,https://myanimelist.net/anime/11339/A-Channel_smile,"[5924, 2483]","[2, 0]",2,11339.0,4203.5,1.0
A-Channel: +A-Channel,7.02,https://myanimelist.net/anime/10737/A-Channel___A-Channel,"[5905, 2283, 2245, 2262, 2177, 2238, 2141, 2275, 2298, 2118, 2285]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,10737.0,2566.090909090909,0.0
A.D. Police (TV),6.13,https://myanimelist.net/anime/1349/AD_Police_TV,"[3008, 2405, 2402, 2200, 2561, 2312, 2196, 2419, 2337, 2094, 2296, 2420]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,1349.0,2387.5,0.0
A.I.C.O.: Incarnation,6.85,https://myanimelist.net/anime/36039/AICO__Incarnation,"[10503, 2267, 2605, 2402, 2822, 3544, 2565, 2659, 2621, 2453, 2529, 2579]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",9,36039.0,3295.75,0.08333333333333333
ACCA: 13-ku Kansatsu-ka,7.8,https://myanimelist.net/anime/33337/ACCA__13-ku_Kansatsu-ka,"[5046, 3521, 3169, 3983, 3995, 3723, 2975, 3209, 4443, 3274, 3409, 3570]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,33337.0,3693.0833333333335,0.0
AI no Idenshi,6.0,https://myanimelist.net/anime/53787/AI_no_Idenshi,"[1554, 742, 706, 936, 1485, 1095, 1172, 933, 970, 856, 881, 1021]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",9,53787.0,1029.25,0.16666666666666666
AKB0048,6.18,https://myanimelist.net/anime/12149/AKB0048,"[3220, 2401, 2336, 2653, 2414, 2575, 2710, 2767, 2352, 2512, 2324, 2359, 2407]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,12149.0,2540.769230769231,0.0
AKB0048: Next Stage,6.27,https://myanimelist.net/anime/14941/AKB0048__Next_Stage,"[4027, 2165, 2052, 2532, 2868, 2339, 2375, 2219, 2235, 2134, 2065, 2377, 2129]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,14941.0,2424.3846153846152,0.0
ARP Backstage Pass,5.38,https://myanimelist.net/anime/40137/ARP_Backstage_Pass,"[2517, 1237, 2522, 2236, 2803, 2447, 2577, 2285, 2260, 1140]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,40137.0,2202.4,0.0
Aa! Megami-sama! (TV),6.15,https://myanimelist.net/anime/50/Aa_Megami-sama_TV,"[8042, 3413, 3868, 3469, 3199, 3516, 3624, 3246, 3506, 2952, 3209, 5253, 3279, 2763, 3137, 3733, 3202, 4268, 3779, 3725, 4307, 4010, 4910, 3821]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,50.0,3842.9583333333335,0.0
Aa! Megami-sama! (TV) Specials,7.58,https://myanimelist.net/anime/1003/Aa_Megami-sama_TV_Specials,"[7386, 2481]","[0, 0]",2,1003.0,4933.5,0.0
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.0,https://myanimelist.net/anime/303/Aa_Megami-sama__Chichaitte_Koto_wa_Benri_da_ne,"[2424, 2048, 2029, 2047, 2013, 2239, 2038, 1953, 2167, 2062, 2103, 2088, 2048, 2030, 2022, 1980, 2033, 2188, 2178, 2017, 2005, 1872, 2052, 2001, 2276, 2172, 2097, 2074, 2107, 2149, 2031, 1970, 2004, 2233, 2061, 2188, 1951, 2360, 2056, 2159, 2388, 2041, 2123, 2086, 2043, 2065, 2159, 2038]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,303.0,2093.0833333333335,0.0
Aa! Megami-sama!: Sorezore no Tsubasa,6.23,https://myanimelist.net/anime/880/Aa_Megami-sama__Sorezore_no_Tsubasa,"[4571, 2569, 2718, 2456, 2642, 2587, 2563, 2707, 2732, 2583, 2523, 2972, 2541, 2665, 2527, 3019, 2585, 2656, 2609, 2777, 2605, 2627]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,880.0,2737.909090909091,0.0
Aa! Megami-sama!: Sorezore no Tsubasa Specials,7.6,https://myanimelist.net/anime/2198/Aa_Megami-sama__Sorezore_no_Tsubasa_Specials,"[6531, 2462]","[0, 0]",2,2198.0,4496.5,0.0
Aa! Megami-sama!: Tatakau Tsubasa,7.66,https://myanimelist.net/anime/3090/Aa_Megami-sama__Tatakau_Tsubasa,"[6361, 2345]","[0, 0]",2,3090.0,4353.0,0.0
Abarenbou Rikishi!! Matsutarou,6.18,https://myanimelist.net/anime/22831/Abarenbou_Rikishi_Matsutarou,"[3265, 2484, 2237, 2515, 2462, 2534, 2208, 2248, 2715, 2491, 2447, 2785, 2708, 2384, 2340, 2265, 2643, 2823, 2405, 3096, 2425, 2585, 2435]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,22831.0,2543.478260869565,0.0
Abenobashi Mahou☆Shoutengai,5.58,https://myanimelist.net/anime/306/Abenobashi_Mahou%E2%98%86Shoutengai,"[5714, 2608, 2494, 2818, 2773, 4470, 3424, 2994, 3035, 2975, 2796, 2817, 2573]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,306.0,3191.6153846153848,0.0
Absolute Duo,7.76,https://myanimelist.net/anime/25397/Absolute_Duo,"[32988, 11774, 10657, 12453, 20931, 20405, 18049, 15475, 15565, 15012, 13362, 11851]","[1, 2, 2, 2, 3, 0, 0, 2, 0, 5, 2, 0]",9,25397.0,16543.5,1.5833333333333333
Accel World,7.32,https://myanimelist.net/anime/11759/Accel_World,"[14622, 5768, 5934, 6129, 5912, 5323, 5266, 4959, 4817, 5994, 4260, 8279, 4844, 4206, 4295, 4831, 5492, 8392, 7858, 8440, 6873, 7394, 6496, 7521]","[2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",9,11759.0,6412.708333333333,0.16666666666666666
Accel World EX,7.18,https://myanimelist.net/anime/13939/Accel_World_EX,"[10334, 6476]","[0, 0]",2,13939.0,8405.0,0.0
Accel World: Infinite∞Burst,6.28,https://myanimelist.net/anime/31763/Accel_World__Infinite%E2%88%9EBurst,[6117],[0],1,31763.0,6117.0,0.0
Acchi Kocchi (TV),7.94,https://myanimelist.net/anime/12291/Acchi_Kocchi_TV,"[5896, 3264, 4087, 3163, 3818, 4489, 3434, 3546, 3642, 3325, 3346, 3077, 3175]","[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",9,12291.0,3712.4615384615386,0.3076923076923077
Ace wo Nerae!,7.01,https://myanimelist.net/anime/311/Ace_wo_Nerae,"[6476, 3465, 3680, 3479, 3316, 3234, 3031, 2715, 2742, 2913, 2736, 4250, 2844, 2892, 2859, 2872, 2768, 2702, 3550, 3254, 3196, 3034, 3402, 3190, 3279, 3070]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0]",9,311.0,3267.269230769231,0.34615384615384615
Action Heroine Cheer Fruits,6.04,https://myanimelist.net/anime/34800/Action_Heroine_Cheer_Fruits,[2003],[0],1,34800.0,2003.0,0.0
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,6.0,https://myanimelist.net/anime/31790/Active_Raid__Kidou_Kyoushuushitsu_Dai_Hachi_Gakari,"[5295, 2716, 2245, 2683, 3836, 2940, 2426, 2513, 2558, 2385, 2450, 2398]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,31790.0,2870.4166666666665,0.0
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,6.78,https://myanimelist.net/anime/32301/Active_Raid__Kidou_Kyoushuushitsu_Dai_Hachi_Gakari_2nd,"[2527, 2315, 2289, 2344, 2488, 2264, 2328, 2349, 2396, 2131, 2327, 2239]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,32301.0,2333.0833333333335,0.0
Adachi to Shimamura,7.1,https://myanimelist.net/anime/39790/Adachi_to_Shimamura,"[7735, 1996, 1691, 1674, 4231, 1991, 1838, 1665, 1950, 1838, 1614, 1689]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,39790.0,2492.6666666666665,0.08333333333333333
Africa no Salaryman (TV),5.35,https://myanimelist.net/anime/39590/Africa_no_Salaryman_TV,"[2451, 1026, 964, 1032, 1020, 1014, 1000, 1045, 1003, 980, 978, 1009]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,39590.0,1126.8333333333333,0.0
Afro Samurai,8.43,https://myanimelist.net/anime/1292/Afro_Samurai,"[8707, 5883, 6555, 5914, 5106]","[0, 0, 0, 0, 0]",5,1292.0,6433.0,0.0
After War Gundam X,6.13,https://myanimelist.net/anime/92/After_War_Gundam_X,"[5338, 2315, 2444, 2446, 2589, 2479, 2441, 2783, 2165, 2351, 2574, 3415, 2237, 2394, 2268, 2295, 2491, 2327, 2420, 2189, 2498, 2340, 3175, 2543, 2246, 2292, 2122, 2369, 2096, 2048, 2389, 2222, 2238, 2808, 3140, 2456, 2446, 2176, 2316]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,92.0,2509.769230769231,0.0
Agatha Christie no Meitantei Poirot to Marple,6.94,https://myanimelist.net/anime/244/Agatha_Christie_no_Meitantei_Poirot_to_Marple,"[5807, 2779, 3069, 2948, 2824, 2749, 2638, 2836, 2757, 2733, 2567, 3826, 2708, 2769, 2809, 2749, 3188, 3150, 2591, 2884, 2765, 2879, 2967, 2983, 2765, 2614, 2635, 2688, 2586, 2646, 2569, 2594, 2864, 2982, 3010, 3045, 2830, 3120, 2974]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,244.0,2920.4358974358975,0.0
Aggressive Retsuko,7.47,https://myanimelist.net/anime/32977/Aggressive_Retsuko,"[2640, 2307, 2304, 2247, 2112, 2139, 2120, 2067, 2083, 2055, 1984, 2216, 1985, 2055, 2104, 2157, 1971, 2248, 2166, 2123, 2186, 2142, 2016, 2178, 2090]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,32977.0,2147.8,0.04
Aggressive Retsuko (ONA),7.83,https://myanimelist.net/anime/36904/Aggressive_Retsuko_ONA,"[4983, 1983, 2224, 2236, 2080, 2066, 1966, 2039, 2045, 2461]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,36904.0,2408.3,0.0
Aggressive Retsuko: We Wish You a Metal Christmas,7.35,https://myanimelist.net/anime/38815/Aggressive_Retsuko__We_Wish_You_a_Metal_Christmas,[3317],[0],1,38815.0,3317.0,0.0
Aguu: Tensai Ningyou,4.91,https://myanimelist.net/anime/37769/Aguu__Tensai_Ningyou,"[2209, 1882, 1953, 1908, 2179, 1986, 1980, 2245, 2491, 1894, 2016, 1986]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,37769.0,2060.75,0.0
Aharen-san wa Hakarenai,7.19,https://myanimelist.net/anime/49520/Aharen-san_wa_Hakarenai,"[6770, 2763, 2699, 2813, 4608, 4123, 3795, 3734, 3177, 3178, 2816, 2769]","[5, 1, 0, 0, 2, 2, 0, 2, 5, 5, 0, 1]",9,49520.0,3603.75,1.9166666666666667
Ahiru no Sora,7.31,https://myanimelist.net/anime/37403/Ahiru_no_Sora,"[16796, 8871, 9164, 8402, 7853, 8356, 9625, 8649, 7835, 8969, 8726, 10787, 8010, 8785, 9255, 8844, 5266, 7993, 8075, 8450, 6019, 4809, 10439, 5914, 7277, 5405, 5684, 7028, 5746, 6260, 7064, 2912, 7149, 9411, 6831, 5929, 5851, 6086, 5921, 5839, 5756, 6179, 5256, 6526, 9269, 7805, 9160, 9438, 8679, 8751]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",9,37403.0,7662.08,0.26
Aho Girl,8.31,https://myanimelist.net/anime/34881/Aho_Girl,"[16903, 7240, 7636, 7218, 11130, 9293, 8913, 8932, 8623, 7806, 7449, 7691]","[3, 2, 2, 8, 3, 0, 1, 0, 0, 0, 0, 1]",9,34881.0,9069.5,1.6666666666666667
Ai Tenchi Muyou!,6.83,https://myanimelist.net/anime/24699/Ai_Tenchi_Muyou,"[9636, 3052, 2799, 3140, 2844, 3123, 2657, 3076, 2887, 2812, 3216, 4866, 2919, 3258, 2974, 2715, 2711, 2841, 3062, 2735, 3010, 2687, 4085, 3183, 2682, 2699, 2658, 2746, 2850, 2473, 2660, 2776, 2694, 3495, 2861, 2658, 2929, 3260, 2862, 3036, 2641, 2948, 2572, 2503, 3306, 2801, 3087, 3079, 3174, 2981]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,24699.0,3094.38,0.0
Ai Tenchi Muyou! Recaps,6.7,https://myanimelist.net/anime/28531/Ai_Tenchi_Muyou_Recaps,"[7867, 2606, 2990, 2953, 2654, 2477, 2532, 2460, 2472, 2541]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,28531.0,3155.2,0.0
Ai Tenshi Densetsu Wedding Peach,7.15,https://myanimelist.net/anime/1533/Ai_Tenshi_Densetsu_Wedding_Peach,"[8868, 3655, 3369, 3202, 3963, 3237, 3239, 3342, 3043, 2962, 2843, 4666, 3190, 3575, 3044, 2997, 2865, 3037, 2990, 2892, 2923, 3232, 3990, 3013, 2853, 3024, 3006, 3206, 4123, 3290, 3324, 3256, 3261, 4182, 3390, 3457, 3327, 3242, 3165, 3054, 3153, 3182, 2826, 3296, 4472, 2818, 3150, 3325, 3197, 3316, 3330]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",9,1533.0,3399.2549019607845,0.0784313725490196
Ai Yori Aoshi,7.64,https://myanimelist.net/anime/53/Ai_Yori_Aoshi,"[10322, 3943, 3615, 3879, 3872, 3980, 3774, 3720, 3923, 3867, 3735, 5553, 4013, 4229, 3910, 3549, 4704, 5422, 6907, 6020, 5821, 5529, 4587, 3877]","[4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]",9,53.0,4697.958333333333,0.375
Ai Yori Aoshi: Enishi,8.06,https://myanimelist.net/anime/394/Ai_Yori_Aoshi__Enishi,"[5412, 3256, 3254, 3378, 3423, 3627, 5091, 4053, 3530, 3167, 3172, 3379]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,394.0,3728.5,0.0
Ai Yori Aoshi: Enishi - Miyuki,4.0,https://myanimelist.net/anime/3266/Ai_Yori_Aoshi__Enishi_-_Miyuki,[6320],[0],1,3266.0,6320.0,0.0
Aikatsu Stars!,7.08,https://myanimelist.net/anime/32717/Aikatsu_Stars,[20190],[57],1,32717.0,20190.0,57.0
Aikatsu!,7.43,https://myanimelist.net/anime/15061/Aikatsu,"[8329, 3276, 3170, 4298, 3705, 3911, 3491, 3774, 3733, 3287, 4574, 6557, 3542, 3136, 3047, 3714, 2944, 3892, 3233, 2942, 3046, 3326, 4327, 3119, 3378, 3335, 3485, 3449, 3743, 4877, 4113, 4238, 3742, 4175, 3754, 3149, 4003, 3317, 4921, 5021, 3893, 4030, 3801, 3532, 4309, 3858, 4428, 3236, 3136, 3695]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,15061.0,3859.82,0.1
