name,rating,myanimelist,watching_servers,download_servers,veiws,counting_comment
Yuuki Bakuhatsu Bang Bravern,5.58,https://myanimelist.net/anime/55528/Yuuki_Bakuhatsu_Bang_Bravern,"<div class=""slider"">
<div class=""item"">
<span class=""server active
                                crunchyroll"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/65c519169bc32"">Blkom</a>
</span>
</div>
</div>","<div class=""modal-dialog modal-lg modal-content"" role=""document"">
<div class=""modal_heading modal-header"">
<button class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>
<div class=""clearfix""></div>
</div>
<div class=""modal-body direct-download"">
<div class=""text-center direct-download-label"">التحميل المباشر</div>
<div class=""row video-files"">
<div class=""col-xs-12 text-left video-files-links"">
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : Crunchyroll</a>
</div>
<div class=""panel-body"">
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65c51917ae813/download"" class=""btn btn-white"" title=""Crunchyroll"">
360p
<small>47.32 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65c51917b2873/download"" class=""btn btn-white"" title=""Crunchyroll"">
480p
<small>79.52 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65c51917b499d/download"" class=""btn btn-white"" title=""Crunchyroll"">
720p
<small>122.85 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65c51917c0d4b/download"" class=""btn btn-white"" title=""Crunchyroll"">
1080p
<small>236.73 MiB</small>
</a>
</div>
</div>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""modal-body"" style=""padding: 0 15px"">
</div>
<hr style=""margin: 0;"">
<div class=""modal-header"">
<div class=""row"">
<div class=""col-xs-12 text-center"">
<span>يمكنك تحميل الأنمي برابط واحد مباشر</span><br><br>
<a class=""btn btn-block btn-red sharp"" href=""https://blkom.com/anime/yuuki-bakuhatsu-bang-bravern/download"">تحميل عدة حلقات</a>
</div>
</div>
<div class=""clearfix""></div>
</div>
</div>",,0
Yuuki Bakuhatsu Bang Bravern,5.58,https://myanimelist.net/anime/55528/Yuuki_Bakuhatsu_Bang_Bravern,"<div class=""slider"">
<div class=""item"">
<span class=""server active
                                crunchyroll"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/65bbe9703383e"">Blkom</a>
</span>
</div>
</div>","<div class=""modal-dialog modal-lg modal-content"" role=""document"">
<div class=""modal_heading modal-header"">
<button class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>
<div class=""clearfix""></div>
</div>
<div class=""modal-body direct-download"">
<div class=""text-center direct-download-label"">التحميل المباشر</div>
<div class=""row video-files"">
<div class=""col-xs-12 text-left video-files-links"">
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : Crunchyroll</a>
</div>
<div class=""panel-body"">
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65bbe979293e3/download"" class=""btn btn-white"" title=""Crunchyroll"">
360p
<small>55.19 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65bbe979ef240/download"" class=""btn btn-white"" title=""Crunchyroll"">
480p
<small>97.72 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65bbe97a547d3/download"" class=""btn btn-white"" title=""Crunchyroll"">
720p
<small>152.89 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65bbe97ac9595/download"" class=""btn btn-white"" title=""Crunchyroll"">
1080p
<small>292.91 MiB</small>
</a>
</div>
</div>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""modal-body"" style=""padding: 0 15px"">
</div>
<hr style=""margin: 0;"">
<div class=""modal-header"">
<div class=""row"">
<div class=""col-xs-12 text-center"">
<span>يمكنك تحميل الأنمي برابط واحد مباشر</span><br><br>
<a class=""btn btn-block btn-red sharp"" href=""https://blkom.com/anime/yuuki-bakuhatsu-bang-bravern/download"">تحميل عدة حلقات</a>
</div>
</div>
<div class=""clearfix""></div>
</div>
</div>",,0
Yuuki Bakuhatsu Bang Bravern,5.58,https://myanimelist.net/anime/55528/Yuuki_Bakuhatsu_Bang_Bravern,"<div class=""slider"">
<div class=""item"">
<span class=""server active
                                crunchyroll"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/65bbe928cae11"">Blkom</a>
</span>
</div>
</div>","<div class=""modal-dialog modal-lg modal-content"" role=""document"">
<div class=""modal_heading modal-header"">
<button class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>
<div class=""clearfix""></div>
</div>
<div class=""modal-body direct-download"">
<div class=""text-center direct-download-label"">التحميل المباشر</div>
<div class=""row video-files"">
<div class=""col-xs-12 text-left video-files-links"">
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : Crunchyroll</a>
</div>
<div class=""panel-body"">
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65bbe931bd78a/download"" class=""btn btn-white"" title=""Crunchyroll"">
360p
<small>58.63 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65bbe9320a54a/download"" class=""btn btn-white"" title=""Crunchyroll"">
480p
<small>109.5 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65bbe93224d8e/download"" class=""btn btn-white"" title=""Crunchyroll"">
720p
<small>175.71 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65bbe9323b318/download"" class=""btn btn-white"" title=""Crunchyroll"">
1080p
<small>354.37 MiB</small>
</a>
</div>
</div>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""modal-body"" style=""padding: 0 15px"">
</div>
<hr style=""margin: 0;"">
<div class=""modal-header"">
<div class=""row"">
<div class=""col-xs-12 text-center"">
<span>يمكنك تحميل الأنمي برابط واحد مباشر</span><br><br>
<a class=""btn btn-block btn-red sharp"" href=""https://blkom.com/anime/yuuki-bakuhatsu-bang-bravern/download"">تحميل عدة حلقات</a>
</div>
</div>
<div class=""clearfix""></div>
</div>
</div>",,0
Metallic Rouge,6.06,https://myanimelist.net/anime/54794/Metallic_Rouge,"<div class=""slider"">
<div class=""item"">
<span class=""server active
                                crunchyroll"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/65e8c31de437b"">Blkom</a>
</span>
</div>
</div>","<div class=""modal-dialog modal-lg modal-content"" role=""document"">
<div class=""modal_heading modal-header"">
<button class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>
<div class=""clearfix""></div>
</div>
<div class=""modal-body direct-download"">
<div class=""text-center direct-download-label"">التحميل المباشر</div>
<div class=""row video-files"">
<div class=""col-xs-12 text-left video-files-links"">
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : Crunchyroll</a>
</div>
<div class=""panel-body"">
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65e8c31ec8584/download"" class=""btn btn-white"" title=""Crunchyroll"">
360p
<small>40.14 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65e8c31edaa8f/download"" class=""btn btn-white"" title=""Crunchyroll"">
480p
<small>64.28 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65e8c31edcac8/download"" class=""btn btn-white"" title=""Crunchyroll"">
720p
<small>95.26 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65e8c31edeb57/download"" class=""btn btn-white"" title=""Crunchyroll"">
1080p
<small>173.07 MiB</small>
</a>
</div>
</div>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""modal-body"" style=""padding: 0 15px"">
</div>
<hr style=""margin: 0;"">
<div class=""modal-header"">
<div class=""row"">
<div class=""col-xs-12 text-center"">
<span>يمكنك تحميل الأنمي برابط واحد مباشر</span><br><br>
<a class=""btn btn-block btn-red sharp"" href=""https://blkom.com/anime/metallic-rouge/download"">تحميل عدة حلقات</a>
</div>
</div>
<div class=""clearfix""></div>
</div>
</div>",,0
Metallic Rouge,6.06,https://myanimelist.net/anime/54794/Metallic_Rouge,"<div class=""slider"">
<div class=""item"">
<span class=""server active
                                crunchyroll"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/65e02671e4ce4"">Blkom</a>
</span>
</div>
</div>","<div class=""modal-dialog modal-lg modal-content"" role=""document"">
<div class=""modal_heading modal-header"">
<button class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>
<div class=""clearfix""></div>
</div>
<div class=""modal-body direct-download"">
<div class=""text-center direct-download-label"">التحميل المباشر</div>
<div class=""row video-files"">
<div class=""col-xs-12 text-left video-files-links"">
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : Crunchyroll</a>
</div>
<div class=""panel-body"">
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65e026771e781/download"" class=""btn btn-white"" title=""Crunchyroll"">
360p
<small>38.28 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65e0267736c84/download"" class=""btn btn-white"" title=""Crunchyroll"">
480p
<small>56.93 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65e0267738d25/download"" class=""btn btn-white"" title=""Crunchyroll"">
720p
<small>82.46 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65e026773ada0/download"" class=""btn btn-white"" title=""Crunchyroll"">
1080p
<small>149.24 MiB</small>
</a>
</div>
</div>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""modal-body"" style=""padding: 0 15px"">
</div>
<hr style=""margin: 0;"">
<div class=""modal-header"">
<div class=""row"">
<div class=""col-xs-12 text-center"">
<span>يمكنك تحميل الأنمي برابط واحد مباشر</span><br><br>
<a class=""btn btn-block btn-red sharp"" href=""https://blkom.com/anime/metallic-rouge/download"">تحميل عدة حلقات</a>
</div>
</div>
<div class=""clearfix""></div>
</div>
</div>",,0
Metallic Rouge,6.06,https://myanimelist.net/anime/54794/Metallic_Rouge,"<div class=""slider"">
<div class=""item"">
<span class=""server active
                                crunchyroll"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/65d64fd5ac1a2"">Blkom</a>
</span>
</div>
</div>","<div class=""modal-dialog modal-lg modal-content"" role=""document"">
<div class=""modal_heading modal-header"">
<button class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>
<div class=""clearfix""></div>
</div>
<div class=""modal-body direct-download"">
<div class=""text-center direct-download-label"">التحميل المباشر</div>
<div class=""row video-files"">
<div class=""col-xs-12 text-left video-files-links"">
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : Crunchyroll</a>
</div>
<div class=""panel-body"">
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65d64fe8096c7/download"" class=""btn btn-white"" title=""Crunchyroll"">
360p
<small>35.46 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65d64fe849d69/download"" class=""btn btn-white"" title=""Crunchyroll"">
480p
<small>51.05 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65d64fe8623ce/download"" class=""btn btn-white"" title=""Crunchyroll"">
720p
<small>72.22 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65d64fe88b24f/download"" class=""btn btn-white"" title=""Crunchyroll"">
1080p
<small>127.46 MiB</small>
</a>
</div>
</div>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""modal-body"" style=""padding: 0 15px"">
</div>
<hr style=""margin: 0;"">
<div class=""modal-header"">
<div class=""row"">
<div class=""col-xs-12 text-center"">
<span>يمكنك تحميل الأنمي برابط واحد مباشر</span><br><br>
<a class=""btn btn-block btn-red sharp"" href=""https://blkom.com/anime/metallic-rouge/download"">تحميل عدة حلقات</a>
</div>
</div>
<div class=""clearfix""></div>
</div>
</div>",,0
Metallic Rouge,6.06,https://myanimelist.net/anime/54794/Metallic_Rouge,"<div class=""slider"">
<div class=""item"">
<span class=""server active
                                crunchyroll"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/65cd08ce87214"">Blkom</a>
</span>
</div>
</div>","<div class=""modal-dialog modal-lg modal-content"" role=""document"">
<div class=""modal_heading modal-header"">
<button class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>
<div class=""clearfix""></div>
</div>
<div class=""modal-body direct-download"">
<div class=""text-center direct-download-label"">التحميل المباشر</div>
<div class=""row video-files"">
<div class=""col-xs-12 text-left video-files-links"">
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : Crunchyroll</a>
</div>
<div class=""panel-body"">
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65cd08d5e7a2e/download"" class=""btn btn-white"" title=""Crunchyroll"">
360p
<small>37.82 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65cd08d64d452/download"" class=""btn btn-white"" title=""Crunchyroll"">
480p
<small>56.44 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65cd08d6913de/download"" class=""btn btn-white"" title=""Crunchyroll"">
720p
<small>80.95 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65cd08d6d24fe/download"" class=""btn btn-white"" title=""Crunchyroll"">
1080p
<small>144.74 MiB</small>
</a>
</div>
</div>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""modal-body"" style=""padding: 0 15px"">
</div>
<hr style=""margin: 0;"">
<div class=""modal-header"">
<div class=""row"">
<div class=""col-xs-12 text-center"">
<span>يمكنك تحميل الأنمي برابط واحد مباشر</span><br><br>
<a class=""btn btn-block btn-red sharp"" href=""https://blkom.com/anime/metallic-rouge/download"">تحميل عدة حلقات</a>
</div>
</div>
<div class=""clearfix""></div>
</div>
</div>",,0
Metallic Rouge,6.06,https://myanimelist.net/anime/54794/Metallic_Rouge,"<div class=""slider"">
<div class=""item"">
<span class=""server active
                                crunchyroll"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/65c5067b24559"">Blkom</a>
</span>
</div>
</div>","<div class=""modal-dialog modal-lg modal-content"" role=""document"">
<div class=""modal_heading modal-header"">
<button class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>
<div class=""clearfix""></div>
</div>
<div class=""modal-body direct-download"">
<div class=""text-center direct-download-label"">التحميل المباشر</div>
<div class=""row video-files"">
<div class=""col-xs-12 text-left video-files-links"">
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : Crunchyroll</a>
</div>
<div class=""panel-body"">
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65c5068e87ce0/download"" class=""btn btn-white"" title=""Crunchyroll"">
360p
<small>36.92 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65c5068ed9230/download"" class=""btn btn-white"" title=""Crunchyroll"">
480p
<small>53.51 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65c5068edf3e2/download"" class=""btn btn-white"" title=""Crunchyroll"">
720p
<small>76.06 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65c5068eeb793/download"" class=""btn btn-white"" title=""Crunchyroll"">
1080p
<small>134.88 MiB</small>
</a>
</div>
</div>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""modal-body"" style=""padding: 0 15px"">
</div>
<hr style=""margin: 0;"">
<div class=""modal-header"">
<div class=""row"">
<div class=""col-xs-12 text-center"">
<span>يمكنك تحميل الأنمي برابط واحد مباشر</span><br><br>
<a class=""btn btn-block btn-red sharp"" href=""https://blkom.com/anime/metallic-rouge/download"">تحميل عدة حلقات</a>
</div>
</div>
<div class=""clearfix""></div>
</div>
</div>",,0
Metallic Rouge,6.06,https://myanimelist.net/anime/54794/Metallic_Rouge,"<div class=""slider"">
<div class=""item"">
<span class=""server active
                                crunchyroll"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/65b16c45cb3b0"">Blkom</a>
</span>
</div>
</div>","<div class=""modal-dialog modal-lg modal-content"" role=""document"">
<div class=""modal_heading modal-header"">
<button class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>
<div class=""clearfix""></div>
</div>
<div class=""modal-body direct-download"">
<div class=""text-center direct-download-label"">التحميل المباشر</div>
<div class=""row video-files"">
<div class=""col-xs-12 text-left video-files-links"">
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : Crunchyroll</a>
</div>
<div class=""panel-body"">
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65b16c4a59558/download"" class=""btn btn-white"" title=""Crunchyroll"">
360p
<small>33.44 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65b16c4ae24d2/download"" class=""btn btn-white"" title=""Crunchyroll"">
480p
<small>45.29 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65b16c4b89cf9/download"" class=""btn btn-white"" title=""Crunchyroll"">
720p
<small>61.77 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65b16c4c3e24c/download"" class=""btn btn-white"" title=""Crunchyroll"">
1080p
<small>105.54 MiB</small>
</a>
</div>
</div>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""modal-body"" style=""padding: 0 15px"">
</div>
<hr style=""margin: 0;"">
<div class=""modal-header"">
<div class=""row"">
<div class=""col-xs-12 text-center"">
<span>يمكنك تحميل الأنمي برابط واحد مباشر</span><br><br>
<a class=""btn btn-block btn-red sharp"" href=""https://blkom.com/anime/metallic-rouge/download"">تحميل عدة حلقات</a>
</div>
</div>
<div class=""clearfix""></div>
</div>
</div>",,0
Metallic Rouge,6.06,https://myanimelist.net/anime/54794/Metallic_Rouge,"<div class=""slider"">
<div class=""item"">
<span class=""server active
                                crunchyroll"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/65ba9f4733182"">Blkom</a>
</span>
</div>
</div>","<div class=""modal-dialog modal-lg modal-content"" role=""document"">
<div class=""modal_heading modal-header"">
<button class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>
<div class=""clearfix""></div>
</div>
<div class=""modal-body direct-download"">
<div class=""text-center direct-download-label"">التحميل المباشر</div>
<div class=""row video-files"">
<div class=""col-xs-12 text-left video-files-links"">
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : Crunchyroll</a>
</div>
<div class=""panel-body"">
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65ba9f51c9b5f/download"" class=""btn btn-white"" title=""Crunchyroll"">
360p
<small>35.09 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65ba9f52374ba/download"" class=""btn btn-white"" title=""Crunchyroll"">
480p
<small>51.08 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65ba9f524fe4d/download"" class=""btn btn-white"" title=""Crunchyroll"">
720p
<small>73.12 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65ba9f526442c/download"" class=""btn btn-white"" title=""Crunchyroll"">
1080p
<small>131.16 MiB</small>
</a>
</div>
</div>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""modal-body"" style=""padding: 0 15px"">
</div>
<hr style=""margin: 0;"">
<div class=""modal-header"">
<div class=""row"">
<div class=""col-xs-12 text-center"">
<span>يمكنك تحميل الأنمي برابط واحد مباشر</span><br><br>
<a class=""btn btn-block btn-red sharp"" href=""https://blkom.com/anime/metallic-rouge/download"">تحميل عدة حلقات</a>
</div>
</div>
<div class=""clearfix""></div>
</div>
</div>",,0
Metallic Rouge,6.06,https://myanimelist.net/anime/54794/Metallic_Rouge,"<div class=""slider"">
<div class=""item"">
<span class=""server active
                                crunchyroll"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/65b16d6269d9f"">Blkom</a>
</span>
</div>
</div>","<div class=""modal-dialog modal-lg modal-content"" role=""document"">
<div class=""modal_heading modal-header"">
<button class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>
<div class=""clearfix""></div>
</div>
<div class=""modal-body direct-download"">
<div class=""text-center direct-download-label"">التحميل المباشر</div>
<div class=""row video-files"">
<div class=""col-xs-12 text-left video-files-links"">
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : Crunchyroll</a>
</div>
<div class=""panel-body"">
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65b16d68b0d3f/download"" class=""btn btn-white"" title=""Crunchyroll"">
360p
<small>40.71 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65b16d69b3798/download"" class=""btn btn-white"" title=""Crunchyroll"">
480p
<small>64.88 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65b16d6a0be4d/download"" class=""btn btn-white"" title=""Crunchyroll"">
720p
<small>97.11 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65b16d6a6c6ec/download"" class=""btn btn-white"" title=""Crunchyroll"">
1080p
<small>184.39 MiB</small>
</a>
</div>
</div>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""modal-body"" style=""padding: 0 15px"">
</div>
<hr style=""margin: 0;"">
<div class=""modal-header"">
<div class=""row"">
<div class=""col-xs-12 text-center"">
<span>يمكنك تحميل الأنمي برابط واحد مباشر</span><br><br>
<a class=""btn btn-block btn-red sharp"" href=""https://blkom.com/anime/metallic-rouge/download"">تحميل عدة حلقات</a>
</div>
</div>
<div class=""clearfix""></div>
</div>
</div>",,0
Metallic Rouge,6.06,https://myanimelist.net/anime/54794/Metallic_Rouge,"<div class=""slider"">
<div class=""item"">
<span class=""server active
                                crunchyroll"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/65b16bc17b03e"">Blkom</a>
</span>
</div>
</div>","<div class=""modal-dialog modal-lg modal-content"" role=""document"">
<div class=""modal_heading modal-header"">
<button class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>
<div class=""clearfix""></div>
</div>
<div class=""modal-body direct-download"">
<div class=""text-center direct-download-label"">التحميل المباشر</div>
<div class=""row video-files"">
<div class=""col-xs-12 text-left video-files-links"">
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : Crunchyroll</a>
</div>
<div class=""panel-body"">
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65b16bc68443e/download"" class=""btn btn-white"" title=""Crunchyroll"">
360p
<small>39.86 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65b16bc69a97d/download"" class=""btn btn-white"" title=""Crunchyroll"">
480p
<small>63.78 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65b16bc69ca3f/download"" class=""btn btn-white"" title=""Crunchyroll"">
720p
<small>95.67 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65b16bc6a18aa/download"" class=""btn btn-white"" title=""Crunchyroll"">
1080p
<small>177.87 MiB</small>
</a>
</div>
</div>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""modal-body"" style=""padding: 0 15px"">
</div>
<hr style=""margin: 0;"">
<div class=""modal-header"">
<div class=""row"">
<div class=""col-xs-12 text-center"">
<span>يمكنك تحميل الأنمي برابط واحد مباشر</span><br><br>
<a class=""btn btn-block btn-red sharp"" href=""https://blkom.com/anime/metallic-rouge/download"">تحميل عدة حلقات</a>
</div>
</div>
<div class=""clearfix""></div>
</div>
</div>",,0
Kage no Jitsuryokusha ni Naritakute! 2nd Season,8.28,https://myanimelist.net/anime/54595/Kage_no_Jitsuryokusha_ni_Naritakute_2nd_Season,"<div class=""slider"">
<div class=""item"">
<span class=""server active
                                celestial-dragons"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/65ad555cd27f4"">Blkom</a>
</span>
</div>
<div class=""item"">
<span class=""server 
                                celestial-dragons"">
<a data-src=""https://videos.vid4up.xyz/embedvideo/"">Blkom</a>
</span>
</div>
</div>","<div class=""modal-dialog modal-lg modal-content"" role=""document"">
<div class=""modal_heading modal-header"">
<button class=""close"" data-dismiss=""modal"" aria-label=""Close"">×</button>
<div class=""clearfix""></div>
</div>
<div class=""modal-body direct-download"">
<div class=""text-center direct-download-label"">التحميل المباشر</div>
<div class=""row video-files"">
<div class=""col-xs-12 text-left video-files-links"">
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : celestial dragons</a>
</div>
<div class=""panel-body"">
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65ad55648488c/download"" class=""btn btn-white"" title=""celestial dragons"">
360p
<small>42.61 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65ad55657618f/download"" class=""btn btn-white"" title=""celestial dragons"">
480p
<small>68.24 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65ad5565a05d4/download"" class=""btn btn-white"" title=""celestial dragons"">
720p
<small>103.41 MiB</small>
</a>
<a target=""_blank"" href=""https://videos.vid4up.xyz/video/65ad5565d8af6/download"" class=""btn btn-white"" title=""celestial dragons"">
1080p
<small>201.98 MiB</small>
</a>
</div>
</div>
<div class=""panel panel-default"">
<div class=""panel-heading"" dir=""rtl"">
<a>ترجمة : celestial dragons</a>
</div>
<div class=""panel-body"">
<p>جار تحويل الفيديو و سيتم توفير روابط التحميل المباشرة قريبا</p>
</div>
</div>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""modal-body"" style=""padding: 0 15px"">
</div>
<hr style=""margin: 0;"">
<div class=""modal-header"">
<div class=""row"">
<div class=""col-xs-12 text-center"">
<span>يمكنك تحميل الأنمي برابط واحد مباشر</span><br><br>
<a class=""btn btn-block btn-red sharp"" href=""https://blkom.com/anime/kage-no-jitsuryokusha-ni-naritakute-2nd-season/download"">تحميل عدة حلقات</a>
</div>
</div>
<div class=""clearfix""></div>
</div>
</div>",,0
